monthofyear,dayofmonth,weekday,Date,Hour,load,prevload
01,11,1,11/01/2010,24,3058.0,3049.0
01,12,2,12/01/2010,1,2890.0,2907.0
01,12,2,12/01/2010,2,2803.0,2834.0
01,12,2,12/01/2010,3,2765.0,2813.0
01,12,2,12/01/2010,4,2775.0,2820.0
01,12,2,12/01/2010,5,2863.0,2934.0
01,12,2,12/01/2010,6,3156.0,3242.0
01,12,2,12/01/2010,7,3672.0,3769.0
01,12,2,12/01/2010,8,3886.0,3968.0
01,12,2,12/01/2010,9,3880.0,3966.0
01,12,2,12/01/2010,10,3896.0,3957.0
01,12,2,12/01/2010,11,3925.0,3982.0
01,12,2,12/01/2010,12,3905.0,3971.0
01,12,2,12/01/2010,13,3880.0,3931.0
01,12,2,12/01/2010,14,3866.0,3894.0
01,12,2,12/01/2010,15,3843.0,3833.0
01,12,2,12/01/2010,16,3861.0,3843.0
01,12,2,12/01/2010,17,4099.0,4084.0
01,12,2,12/01/2010,18,4385.0,4331.0
01,12,2,12/01/2010,19,4397.0,4310.0
01,12,2,12/01/2010,20,4282.0,4182.0
01,12,2,12/01/2010,21,4098.0,3979.0
01,12,2,12/01/2010,22,3823.0,3678.0
01,12,2,12/01/2010,23,3495.0,3335.0
01,12,2,12/01/2010,24,3229.0,3058.0
01,13,3,13/01/2010,1,3068.0,2890.0
01,13,3,13/01/2010,2,2988.0,2803.0
01,13,3,13/01/2010,3,2951.0,2765.0
01,13,3,13/01/2010,4,2960.0,2775.0
01,13,3,13/01/2010,5,3062.0,2863.0
01,13,3,13/01/2010,6,3363.0,3156.0
01,13,3,13/01/2010,7,3897.0,3672.0
01,13,3,13/01/2010,8,4118.0,3886.0
01,13,3,13/01/2010,9,4102.0,3880.0
01,13,3,13/01/2010,10,4087.0,3896.0
01,13,3,13/01/2010,11,4092.0,3925.0
01,13,3,13/01/2010,12,4072.0,3905.0
01,13,3,13/01/2010,13,4012.0,3880.0
01,13,3,13/01/2010,14,3979.0,3866.0
01,13,3,13/01/2010,15,3941.0,3843.0
01,13,3,13/01/2010,16,3947.0,3861.0
01,13,3,13/01/2010,17,4179.0,4099.0
01,13,3,13/01/2010,18,4435.0,4385.0
01,13,3,13/01/2010,19,4396.0,4397.0
01,13,3,13/01/2010,20,4277.0,4282.0
01,13,3,13/01/2010,21,4074.0,4098.0
01,13,3,13/01/2010,22,3778.0,3823.0
01,13,3,13/01/2010,23,3426.0,3495.0
01,13,3,13/01/2010,24,3148.0,3229.0
01,14,4,14/01/2010,1,2992.0,3068.0
01,14,4,14/01/2010,2,2918.0,2988.0
01,14,4,14/01/2010,3,2889.0,2951.0
01,14,4,14/01/2010,4,2905.0,2960.0
01,14,4,14/01/2010,5,3002.0,3062.0
01,14,4,14/01/2010,6,3301.0,3363.0
01,14,4,14/01/2010,7,3835.0,3897.0
01,14,4,14/01/2010,8,4062.0,4118.0
01,14,4,14/01/2010,9,4036.0,4102.0
01,14,4,14/01/2010,10,4008.0,4087.0
01,14,4,14/01/2010,11,3977.0,4092.0
01,14,4,14/01/2010,12,3933.0,4072.0
01,14,4,14/01/2010,13,3863.0,4012.0
01,14,4,14/01/2010,14,3791.0,3979.0
01,14,4,14/01/2010,15,3731.0,3941.0
01,14,4,14/01/2010,16,3730.0,3947.0
01,14,4,14/01/2010,17,3944.0,4179.0
01,14,4,14/01/2010,18,4227.0,4435.0
01,14,4,14/01/2010,19,4204.0,4396.0
01,14,4,14/01/2010,20,4098.0,4277.0
01,14,4,14/01/2010,21,3919.0,4074.0
01,14,4,14/01/2010,22,3615.0,3778.0
01,14,4,14/01/2010,23,3244.0,3426.0
01,14,4,14/01/2010,24,2985.0,3148.0
01,15,5,15/01/2010,1,2803.0,2992.0
01,15,5,15/01/2010,2,2694.0,2918.0
01,15,5,15/01/2010,3,2635.0,2889.0
01,15,5,15/01/2010,4,2641.0,2905.0
01,15,5,15/01/2010,5,2735.0,3002.0
01,15,5,15/01/2010,6,3007.0,3301.0
01,15,5,15/01/2010,7,3505.0,3835.0
01,15,5,15/01/2010,8,3757.0,4062.0
01,15,5,15/01/2010,9,3771.0,4036.0
01,15,5,15/01/2010,10,3781.0,4008.0
01,15,5,15/01/2010,11,3781.0,3977.0
01,15,5,15/01/2010,12,3771.0,3933.0
01,15,5,15/01/2010,13,3711.0,3863.0
01,15,5,15/01/2010,14,3677.0,3791.0
01,15,5,15/01/2010,15,3627.0,3731.0
01,15,5,15/01/2010,16,3631.0,3730.0
01,15,5,15/01/2010,17,3829.0,3944.0
01,15,5,15/01/2010,18,3999.0,4227.0
01,15,5,15/01/2010,19,3924.0,4204.0
01,15,5,15/01/2010,20,3800.0,4098.0
01,15,5,15/01/2010,21,3645.0,3919.0
01,15,5,15/01/2010,22,3425.0,3615.0
01,15,5,15/01/2010,23,3145.0,3244.0
01,15,5,15/01/2010,24,2883.0,2985.0
01,16,6,16/01/2010,1,2696.0,2803.0
01,16,6,16/01/2010,2,2587.0,2694.0
01,16,6,16/01/2010,3,2531.0,2635.0
01,16,6,16/01/2010,4,2518.0,2641.0
01,16,6,16/01/2010,5,2561.0,2735.0
01,16,6,16/01/2010,6,2668.0,3007.0
01,16,6,16/01/2010,7,2876.0,3505.0
01,16,6,16/01/2010,8,3122.0,3757.0
01,16,6,16/01/2010,9,3336.0,3771.0
01,16,6,16/01/2010,10,3473.0,3781.0
01,16,6,16/01/2010,11,3510.0,3781.0
01,16,6,16/01/2010,12,3481.0,3771.0
01,16,6,16/01/2010,13,3426.0,3711.0
01,16,6,16/01/2010,14,3331.0,3677.0
01,16,6,16/01/2010,15,3279.0,3627.0
01,16,6,16/01/2010,16,3293.0,3631.0
01,16,6,16/01/2010,17,3538.0,3829.0
01,16,6,16/01/2010,18,3835.0,3999.0
01,16,6,16/01/2010,19,3793.0,3924.0
01,16,6,16/01/2010,20,3652.0,3800.0
01,16,6,16/01/2010,21,3501.0,3645.0
01,16,6,16/01/2010,22,3300.0,3425.0
01,16,6,16/01/2010,23,3046.0,3145.0
01,16,6,16/01/2010,24,2817.0,2883.0
01,17,7,17/01/2010,1,2637.0,2696.0
01,17,7,17/01/2010,2,2538.0,2587.0
01,17,7,17/01/2010,3,2481.0,2531.0
01,17,7,17/01/2010,4,2461.0,2518.0
01,17,7,17/01/2010,5,2485.0,2561.0
01,17,7,17/01/2010,6,2573.0,2668.0
01,17,7,17/01/2010,7,2746.0,2876.0
01,17,7,17/01/2010,8,2969.0,3122.0
01,17,7,17/01/2010,9,3234.0,3336.0
01,17,7,17/01/2010,10,3404.0,3473.0
01,17,7,17/01/2010,11,3470.0,3510.0
01,17,7,17/01/2010,12,3511.0,3481.0
01,17,7,17/01/2010,13,3521.0,3426.0
01,17,7,17/01/2010,14,3478.0,3331.0
01,17,7,17/01/2010,15,3446.0,3279.0
01,17,7,17/01/2010,16,3493.0,3293.0
01,17,7,17/01/2010,17,3767.0,3538.0
01,17,7,17/01/2010,18,3996.0,3835.0
01,17,7,17/01/2010,19,3932.0,3793.0
01,17,7,17/01/2010,20,3751.0,3652.0
01,17,7,17/01/2010,21,3562.0,3501.0
01,17,7,17/01/2010,22,3317.0,3300.0
01,17,7,17/01/2010,23,3031.0,3046.0
01,17,7,17/01/2010,24,2825.0,2817.0
01,18,1,18/01/2010,1,2665.0,2637.0
01,18,1,18/01/2010,2,2585.0,2538.0
01,18,1,18/01/2010,3,2541.0,2481.0
01,18,1,18/01/2010,4,2541.0,2461.0
01,18,1,18/01/2010,5,2636.0,2485.0
01,18,1,18/01/2010,6,2863.0,2573.0
01,18,1,18/01/2010,7,3205.0,2746.0
01,18,1,18/01/2010,8,3492.0,2969.0
01,18,1,18/01/2010,9,3676.0,3234.0
01,18,1,18/01/2010,10,3823.0,3404.0
01,18,1,18/01/2010,11,3930.0,3470.0
01,18,1,18/01/2010,12,3949.0,3511.0
01,18,1,18/01/2010,13,3915.0,3521.0
01,18,1,18/01/2010,14,3837.0,3478.0
01,18,1,18/01/2010,15,3762.0,3446.0
01,18,1,18/01/2010,16,3731.0,3493.0
01,18,1,18/01/2010,17,3929.0,3767.0
01,18,1,18/01/2010,18,4223.0,3996.0
01,18,1,18/01/2010,19,4163.0,3932.0
01,18,1,18/01/2010,20,4011.0,3751.0
01,18,1,18/01/2010,21,3774.0,3562.0
01,18,1,18/01/2010,22,3463.0,3317.0
01,18,1,18/01/2010,23,3115.0,3031.0
01,18,1,18/01/2010,24,2853.0,2825.0
01,19,2,19/01/2010,1,2690.0,2665.0
01,19,2,19/01/2010,2,2600.0,2585.0
01,19,2,19/01/2010,3,2568.0,2541.0
01,19,2,19/01/2010,4,2580.0,2541.0
01,19,2,19/01/2010,5,2688.0,2636.0
01,19,2,19/01/2010,6,2973.0,2863.0
01,19,2,19/01/2010,7,3495.0,3205.0
01,19,2,19/01/2010,8,3734.0,3492.0
01,19,2,19/01/2010,9,3745.0,3676.0
01,19,2,19/01/2010,10,3772.0,3823.0
01,19,2,19/01/2010,11,3804.0,3930.0
01,19,2,19/01/2010,12,3807.0,3949.0
01,19,2,19/01/2010,13,3800.0,3915.0
01,19,2,19/01/2010,14,3779.0,3837.0
01,19,2,19/01/2010,15,3729.0,3762.0
01,19,2,19/01/2010,16,3699.0,3731.0
01,19,2,19/01/2010,17,3875.0,3929.0
01,19,2,19/01/2010,18,4151.0,4223.0
01,19,2,19/01/2010,19,4121.0,4163.0
01,19,2,19/01/2010,20,4000.0,4011.0
01,19,2,19/01/2010,21,3802.0,3774.0
01,19,2,19/01/2010,22,3514.0,3463.0
01,19,2,19/01/2010,23,3178.0,3115.0
01,19,2,19/01/2010,24,2907.0,2853.0
01,20,3,20/01/2010,1,2728.0,2690.0
01,20,3,20/01/2010,2,2646.0,2600.0
01,20,3,20/01/2010,3,2609.0,2568.0
01,20,3,20/01/2010,4,2609.0,2580.0
01,20,3,20/01/2010,5,2713.0,2688.0
01,20,3,20/01/2010,6,2996.0,2973.0
01,20,3,20/01/2010,7,3480.0,3495.0
01,20,3,20/01/2010,8,3708.0,3734.0
01,20,3,20/01/2010,9,3715.0,3745.0
01,20,3,20/01/2010,10,3728.0,3772.0
01,20,3,20/01/2010,11,3754.0,3804.0
01,20,3,20/01/2010,12,3777.0,3807.0
01,20,3,20/01/2010,13,3756.0,3800.0
01,20,3,20/01/2010,14,3745.0,3779.0
01,20,3,20/01/2010,15,3718.0,3729.0
01,20,3,20/01/2010,16,3707.0,3699.0
01,20,3,20/01/2010,17,3885.0,3875.0
01,20,3,20/01/2010,18,4167.0,4151.0
01,20,3,20/01/2010,19,4154.0,4121.0
01,20,3,20/01/2010,20,4034.0,4000.0
01,20,3,20/01/2010,21,3852.0,3802.0
01,20,3,20/01/2010,22,3571.0,3514.0
01,20,3,20/01/2010,23,3233.0,3178.0
01,20,3,20/01/2010,24,2966.0,2907.0
01,21,4,21/01/2010,1,2799.0,2728.0
01,21,4,21/01/2010,2,2722.0,2646.0
01,21,4,21/01/2010,3,2680.0,2609.0
01,21,4,21/01/2010,4,2688.0,2609.0
01,21,4,21/01/2010,5,2788.0,2713.0
01,21,4,21/01/2010,6,3087.0,2996.0
01,21,4,21/01/2010,7,3598.0,3480.0
01,21,4,21/01/2010,8,3796.0,3708.0
01,21,4,21/01/2010,9,3780.0,3715.0
01,21,4,21/01/2010,10,3765.0,3728.0
01,21,4,21/01/2010,11,3740.0,3754.0
01,21,4,21/01/2010,12,3719.0,3777.0
01,21,4,21/01/2010,13,3655.0,3756.0
01,21,4,21/01/2010,14,3614.0,3745.0
01,21,4,21/01/2010,15,3576.0,3718.0
01,21,4,21/01/2010,16,3569.0,3707.0
01,21,4,21/01/2010,17,3762.0,3885.0
01,21,4,21/01/2010,18,4100.0,4167.0
01,21,4,21/01/2010,19,4110.0,4154.0
01,21,4,21/01/2010,20,4023.0,4034.0
01,21,4,21/01/2010,21,3865.0,3852.0
01,21,4,21/01/2010,22,3603.0,3571.0
01,21,4,21/01/2010,23,3279.0,3233.0
01,21,4,21/01/2010,24,3016.0,2966.0
01,22,5,22/01/2010,1,2853.0,2799.0
01,22,5,22/01/2010,2,2780.0,2722.0
01,22,5,22/01/2010,3,2755.0,2680.0
01,22,5,22/01/2010,4,2757.0,2688.0
01,22,5,22/01/2010,5,2850.0,2788.0
01,22,5,22/01/2010,6,3128.0,3087.0
01,22,5,22/01/2010,7,3626.0,3598.0
01,22,5,22/01/2010,8,3845.0,3796.0
01,22,5,22/01/2010,9,3845.0,3780.0
01,22,5,22/01/2010,10,3839.0,3765.0
01,22,5,22/01/2010,11,3819.0,3740.0
01,22,5,22/01/2010,12,3759.0,3719.0
01,22,5,22/01/2010,13,3682.0,3655.0
01,22,5,22/01/2010,14,3640.0,3614.0
01,22,5,22/01/2010,15,3586.0,3576.0
01,22,5,22/01/2010,16,3575.0,3569.0
01,22,5,22/01/2010,17,3740.0,3762.0
01,22,5,22/01/2010,18,4007.0,4100.0
01,22,5,22/01/2010,19,3985.0,4110.0
01,22,5,22/01/2010,20,3882.0,4023.0
01,22,5,22/01/2010,21,3747.0,3865.0
01,22,5,22/01/2010,22,3552.0,3603.0
01,22,5,22/01/2010,23,3291.0,3279.0
01,22,5,22/01/2010,24,3029.0,3016.0
01,23,6,23/01/2010,1,2863.0,2853.0
01,23,6,23/01/2010,2,2775.0,2780.0
01,23,6,23/01/2010,3,2727.0,2755.0
01,23,6,23/01/2010,4,2724.0,2757.0
01,23,6,23/01/2010,5,2775.0,2850.0
01,23,6,23/01/2010,6,2898.0,3128.0
01,23,6,23/01/2010,7,3114.0,3626.0
01,23,6,23/01/2010,8,3357.0,3845.0
01,23,6,23/01/2010,9,3578.0,3845.0
01,23,6,23/01/2010,10,3681.0,3839.0
01,23,6,23/01/2010,11,3683.0,3819.0
01,23,6,23/01/2010,12,3608.0,3759.0
01,23,6,23/01/2010,13,3519.0,3682.0
01,23,6,23/01/2010,14,3415.0,3640.0
01,23,6,23/01/2010,15,3363.0,3586.0
01,23,6,23/01/2010,16,3375.0,3575.0
01,23,6,23/01/2010,17,3559.0,3740.0
01,23,6,23/01/2010,18,3898.0,4007.0
01,23,6,23/01/2010,19,3885.0,3985.0
01,23,6,23/01/2010,20,3775.0,3882.0
01,23,6,23/01/2010,21,3639.0,3747.0
01,23,6,23/01/2010,22,3438.0,3552.0
01,23,6,23/01/2010,23,3190.0,3291.0
01,23,6,23/01/2010,24,2972.0,3029.0
01,24,7,24/01/2010,1,2804.0,2863.0
01,24,7,24/01/2010,2,2714.0,2775.0
01,24,7,24/01/2010,3,2663.0,2727.0
01,24,7,24/01/2010,4,2651.0,2724.0
01,24,7,24/01/2010,5,2672.0,2775.0
01,24,7,24/01/2010,6,2739.0,2898.0
01,24,7,24/01/2010,7,2901.0,3114.0
01,24,7,24/01/2010,8,3111.0,3357.0
01,24,7,24/01/2010,9,3363.0,3578.0
